0
"Link(url='https://www.pewresearch.org', text='Home', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/topics/topics_generations-and-age/', text='Generations and Age', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/08/14/older-americans-black-adults-and-americans-with-less-education-more-interested-in-local-news/', text='', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/08/14/older-americans-black-adults-and-americans-with-less-education-more-interested-in-local-news/pj_2019-08-14_local-news-demographics_0-01-2/', text='', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/03/26/for-local-news-americans-embrace-digital-but-still-want-strong-community-connection/', text='landmark report', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/08/14/older-americans-black-adults-and-americans-with-less-education-more-interested-in-local-news/#fn-74886-1', text='1', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/08/14/appendix-local-news-detailed-tables-by-demographic-group', text='an appendix', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/dataset/local-news-survey/', text='available to download', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/08/14/older-americans-black-adults-and-americans-with-less-education-more-interested-in-local-news/pj_2019-08-14_local-news-demographics_0-02/', text='', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/08/14/older-americans-black-adults-and-americans-with-less-education-more-interested-in-local-news/pj_2019-08-14_local-news-demographics_0-04/', text='', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/08/14/appendix-local-news-detailed-tables-by-demographic-group/#age', text='the two youngest age groups', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/08/14/older-americans-black-adults-and-americans-with-less-education-more-interested-in-local-news/pj_2019-08-14_local-news-demographics_0-05/', text='', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/08/14/older-americans-black-adults-and-americans-with-less-education-more-interested-in-local-news/pj_2019-08-14_local-news-demographics_0-06/', text='', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/08/14/appendix-local-news-detailed-tables-by-demographic-group/#race-ethnicity', text='important to know about for daily life', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/08/14/older-americans-black-adults-and-americans-with-less-education-more-interested-in-local-news/pj_2019-08-14_local-news-demographics_0-07/', text='', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/08/14/appendix-local-news-detailed-tables-by-demographic-group/#education', text='those with a college degree', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/03/26/americans-give-fairly-high-marks-to-their-local-news-media-especially-when-journalists-are-seen-as-connected-to-the-community/', text='core job functions', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/03/26/characteristics-of-communities-show-some-effect-on-local-news-habits/', text='initial report', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/08/14/older-americans-black-adults-and-americans-with-less-education-more-interested-in-local-news/#fnref-74886-1', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/08/14/acknowledgments-local-new-demographics/', text='Next: Acknowledgments', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/08/14/methodology-local-news-demographics/', text='Page 3', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/08/14/appendix-local-news-detailed-tables-by-demographic-group/', text='Page 4', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/08/14/older-americans-black-adults-and-americans-with-less-education-more-interested-in-local-news/#younger-americans-are-less-likely-to-financially-support-local-news-more-likely-to-say-theyre-not-interested-in-it', text='Younger Americans are less likely to financially support local news, more likely to say they’re not interested in it', fragment='', nofollow=True)"
"Link(url='https://www.journalism.org/2019/08/14/older-americans-black-adults-and-americans-with-less-education-more-interested-in-local-news/#black-hispanic-americans-see-many-local-news-topics-as-more-important-for-their-daily-lives-than-do-white-americans', text='Black, Hispanic Americans see many local news topics as more important for their daily lives than do white Americans', fragment='', nofollow=True)"
"Link(url='https://www.journalism.org/2019/08/14/older-americans-black-adults-and-americans-with-less-education-more-interested-in-local-news/#those-with-a-high-school-diploma-or-less-give-their-local-news-media-lower-marks-for-community-connection', text='Those with a high school diploma or less give their local news media lower marks for community connection', fragment='', nofollow=True)"
"Link(url='https://www.pewresearch.org/fact-tank/2019/03/26/most-americans-especially-republicans-say-local-journalists-shouldnt-express-views-on-local-issues/', text='Pew Research CenterMar 26, 2019Most Americans – especially Republicans – say local journalists shouldn’t express views on local issues', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/essay/searching-for-news/', text='PublicationsApr 27, 2017Searching for News: The Flint water crisis', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/topics/topics_community-media/', text='Community Media', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/10/02/americans-are-wary-of-the-role-social-media-sites-play-in-delivering-the-news/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/internet/2018/11/16/attitudes-toward-algorithmic-decision-making/', text='computer algorithms', fragment='', nofollow=False)"
"Link(url='https://blog.twitter.com/engineering/en_us/topics/insights/2017/using-deep-learning-at-scale-in-twitters-timelines.html', text='rank and prioritize posts and other content', fragment='', nofollow=False)"
"Link(url='https://www.facebook.com/help/371675846332829', text='customize these settings', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2018/09/05/many-facebook-users-dont-understand-how-the-sites-news-feed-works/', text='feel uncertain', fragment='', nofollow=False)"
"Link(url='https://newsroom.fb.com/news/2019/04/tackling-more-false-news-more-quickly/', text='fight', fragment='', nofollow=False)"
"Link(url='https://9to5mac.com/2018/06/27/twitter-abuse-twitter-trolls/', text='fake accounts', fragment='', nofollow=False)"
"Link(url='https://newsroom.fb.com/news/2018/01/trusted-sources/', text='say these efforts', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/10/02/americans-are-wary-of-the-role-social-media-sites-play-in-delivering-the-news/pj_2019-09-25_social-media-and-news_0-02/', text='', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/10/02/americans-are-wary-of-the-role-social-media-sites-play-in-delivering-the-news/pj_2019-09-25_social-media-and-news_0-03/', text='', fragment='', nofollow=False)"
"Link(url='https://www.buzzfeednews.com/article/ryanhatesthis/facebook-ban-white-nationalist-white-supremacist', text='limiting', fragment='', nofollow=False)"
"Link(url='https://www.facebook.com/help/publisher/1348682518563619', text='particular behaviors', fragment='', nofollow=False)"
"Link(url='https://www.reuters.com/article/us-facebook-media/facebook-to-prioritize-trustworthy-news-based-on-surveys-idUSKBN1F82M2', text='announced initiatives', fragment='', nofollow=False)"
"Link(url='https://www.wired.com/story/youtube-debuts-plan-to-promote-fund-authoritative-news/', text='favor high-quality news publishers', fragment='', nofollow=False)"
"Link(url='https://thehill.com/homenews/administration/442095-trump-laments-social-media-getting-worse-for-conservatives', text='including President Donald Trump', fragment='', nofollow=False)"
"Link(url='https://www.cnet.com/news/twitter-faces-250-million-lawsuit-over-allegations-it-shadow-bans-conservatives/', text='hiding posts', fragment='', nofollow=False)"
"Link(url='https://www.politico.com/story/2019/05/02/facebook-bans-far-right-alex-jones-1299247', text='banning specific users', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/10/02/americans-are-wary-of-the-role-social-media-sites-play-in-delivering-the-news/pj_2019-09-25_social-media-and-news_0-05/', text='', fragment='', nofollow=False)"
"Link(url='https://nypost.com/2019/07/11/trump-invites-conservative-social-media-personalities-to-white-house-summit/', text='public discussion', fragment='', nofollow=False)"
"Link(url='https://www.theverge.com/2019/5/15/18626785/white-house-trump-censorsip-tool-twitter-instagram-facebook-conservative-bias-social-media', text='efforts to monitor', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/2019/06/19/public-highly-critical-of-state-of-political-discourse-in-the-u-s/', text='tone of American political debate has become more negative in recent years', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/10/02/americans-are-wary-of-the-role-social-media-sites-play-in-delivering-the-news/pj_2019-09-25_social-media-and-news_0-06/', text='', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/10/02/americans-are-wary-of-the-role-social-media-sites-play-in-delivering-the-news/pj_2019-09-25_social-media-and-news_0-08/', text='', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/10/02/americans-are-wary-of-the-role-social-media-sites-play-in-delivering-the-news/pj_2019-09-25_social-media-and-news_0-09/', text='', fragment='', nofollow=False)"
"Link(url='https://www.cnbc.com/2019/02/26/history-of-twitch-gaming-livestreaming-and-youtube.html', text=' a livestreaming website', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/10/02/americans-are-wary-of-the-role-social-media-sites-play-in-delivering-the-news/pj_2019-09-25_social-media-and-news_0-10/', text='', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/10/01/social-media-and-news-acknowledgments/', text='Next: Acknowledgments', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/10/01/social-media-and-news-methodology/', text='Page 3', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/10/02/americans-are-wary-of-the-role-social-media-sites-play-in-delivering-the-news/#americans-are-most-concerned-about-biased-and-inaccurate-news-on-social-media-many-say-the-news-content-they-see-leans-left', text='Americans are most concerned about biased and inaccurate news on social media; many say the news content they see leans left', fragment='', nofollow=True)"
"Link(url='https://www.journalism.org/2019/10/02/americans-are-wary-of-the-role-social-media-sites-play-in-delivering-the-news/#share-of-americans-who-get-news-on-social-media-has-recently-increased', text='Share of Americans who get news on social media has recently increased', fragment='', nofollow=True)"
"Link(url='https://www.journalism.org/2019/06/05/many-americans-say-made-up-news-is-a-critical-problem-that-needs-to-be-fixed/', text='PublicationsJun 5, 2019Many Americans Say Made-Up News Is a Critical Problem That Needs To Be Fixed', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/03/26/for-local-news-americans-embrace-digital-but-still-want-strong-community-connection/', text='ReportsMar 26, 2019For Local News, Americans Embrace Digital but Still Want Strong Community Connection', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2018/10/15/social-media-bots-draw-publics-attention-and-concern/', text=""PublicationsOct 15, 2018Social Media Bots Draw Public's Attention and Concern"", fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/2020/02/20/most-adults-aware-of-2020-census-and-ready-to-respond-but-dont-know-key-details/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/staff/dvera-cohn', text='D’Vera Cohn', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/staff/anna-brown', text='Anna Brown', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/staff/scott-keeter', text='Scott Keeter', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/2020/02/20/methodology-29', text='methodology', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/2020/02/20/most-adults-aware-of-2020-census-and-ready-to-respond-but-dont-know-key-details/psdt_02-20-20_census-0-04/', text='', fragment='', nofollow=False)"
"Link(url='https://www.census.gov/newsroom/press-kits/2018/2020-census-alaska.html', text='underway Jan. 21 in Alaska', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/2020/02/20/most-adults-aware-of-2020-census-and-ready-to-respond-but-dont-know-key-details/psdt_02-20-20_census-0-03/', text='', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/2010/01/20/most-view-census-positively-but-some-have-doubts/', text='law requires them to respond', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/2020/02/20/most-adults-aware-of-2020-census-and-ready-to-respond-but-dont-know-key-details/#fn-28020-1', text='1', fragment='', nofollow=False)"
"Link(url='https://www.nytimes.com/2019/07/02/us/trump-census-citizenship-question.html', text='dropped the question', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/2020/02/20/most-adults-aware-of-2020-census-and-ready-to-respond-but-dont-know-key-details/#fn-28020-2', text='2', fragment='', nofollow=False)"
"Link(url='https://www.census.gov/library/stories/2019/10/smartphones-online-responses-among-census-technological-innovations.html', text='respond online', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/2020/02/20/most-adults-aware-of-2020-census-and-ready-to-respond-but-dont-know-key-details/psdt_02-20-20_census-0-02/', text='', fragment='', nofollow=False)"
"Link(url='https://www.springer.com/gp/book/9783030109721', text='long-term challenge', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/2020/02/20/most-adults-aware-of-2020-census-and-ready-to-respond-but-dont-know-key-details/psdt_02-20-20_census-0-01/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/2020/02/20/most-adults-aware-of-2020-census-and-ready-to-respond-but-dont-know-key-details/psdt_02-20-20_census-0-00/', text='', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/2010/03/16/with-growing-awareness-of-census-most-ready-to-fill-out-forms/', text='share saying they would participate', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/2020/02/20/what-americans-know-about-the-census', text='Chapter 2', fragment='', nofollow=False)"
"Link(url='https://www.census.gov/programs-surveys/decennial-census/2020-census/research-testing/testing-activities/2019-census-test/2019-census-test-report.html', text='test census last year', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2019/02/27/what-our-transition-to-online-polling-means-for-decades-of-phone-survey-trends/', text='difference in modes', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/2020/02/20/most-adults-aware-of-2020-census-and-ready-to-respond-but-dont-know-key-details/#fnref-28020-1', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.whitehouse.gov/presidential-actions/executive-order-collecting-information-citizenship-status-connection-decennial-census/', text='ordered the Census Bureau', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/2020/02/20/most-adults-aware-of-2020-census-and-ready-to-respond-but-dont-know-key-details/#fnref-28020-2', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/2020/02/20/intention-to-participate-in-the-census/', text='Next: 1. Intention to participate in the census', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/2020/02/20/what-americans-know-about-the-census/', text='Page 3', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/2020/02/20/responding-to-the-census-online/', text='Page 4', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/2020/02/20/the-u-s-census-and-privacy-concerns/', text='Page 5', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/2020/02/20/acknowledgments-37/', text='Page 6', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/2020/02/20/methodology-29/', text='Page 7', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/2020/02/20/appendix-additional-charts/', text='Page 8', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/interactives/what-census-calls-us', text='Explore Race and Ethnicity in the U.S. Census', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/2020/02/20/most-adults-aware-of-2020-census-and-ready-to-respond-but-dont-know-key-details/#most-unaware-that-citizenship-and-religion-arent-asked-on-the-2020-census-form', text='Most unaware that citizenship and religion aren’t asked on the 2020 census form', fragment='', nofollow=True)"
"Link(url='https://www.pewsocialtrends.org/2020/02/20/most-adults-aware-of-2020-census-and-ready-to-respond-but-dont-know-key-details/#most-want-to-answer-online-but-dont-know-they-can-this-year', text='Most want to answer online but don’t know they can this year', fragment='', nofollow=True)"
"Link(url='https://www.pewsocialtrends.org/2020/02/20/most-adults-aware-of-2020-census-and-ready-to-respond-but-dont-know-key-details/#some-groups-less-likely-to-say-they-will-participate', text='Some groups less likely to say they will participate', fragment='', nofollow=True)"
"Link(url='https://www.pewsocialtrends.org/interactives/multiracial-timeline/', text='InteractivesJun 11, 2015How Census Race Categories Have Changed Over Time', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/2015/06/11/multiracial-in-america/', text='ReportsJun 11, 2015Multiracial in America', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/2014/04/22/census-bureau-considers-whether-to-delete-some-questions/', text='All Things CensusApr 22, 2014Census Bureau Considers Whether to Delete Some Questions', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/2014/03/24/a-new-census-category-for-middle-eastnorth-africa-ethnicity/', text='All Things CensusMar 24, 2014A New Census Category for Middle East/North Africa Ethnicity?', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/topics/topics_u-s-census/', text='U.S. Census', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/12/12/trusting-the-news-media-in-the-trump-era/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/staff/maya-khuzam', text='Maya Khuzam', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2017/04/04/most-say-tensions-between-trump-administration-and-news-media-hinder-access-to-political-news/', text='deep tensions', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/12/12/trusting-the-news-media-in-the-trump-era/pj_2019-12-12_trust-in-media_0-01/', text='', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/12/12/trusting-the-news-media-in-the-trump-era/#fn-76636-1', text='1', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/12/12/trusting-the-news-media-in-the-trump-era/pj_2019-12-12_trust-in-media_0-02/', text='', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/12/12/trust-in-media-methodology/', text='methodology', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2014/10/21/political-polarization-media-habits/', text='outlets that Americans trust', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2017/01/18/trump-clinton-voters-divided-in-their-main-source-for-election-news/', text='get news from', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/12/12/trusting-the-news-media-in-the-trump-era/#fnref-76636-1', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/12/12/within-both-parties-approval-of-trump-is-closely-linked-to-trust-in-the-news-media/', text='Next: 1. Within both parties, approval of Trump is closely linked to trust in the news media', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/12/12/highly-engaged-partisans-have-starkly-different-views-of-the-news-media/', text='Page 3', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/12/12/factors-beyond-party-affiliation-also-connect-with-trust-in-the-news-media/', text='Page 4', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/12/12/trust-in-media-appendix-detailed-tables/', text='Page 5', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/12/12/trust-in-media-acknowledgments/', text='Page 6', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2019/06/27/republicans-far-more-likely-than-democrats-to-say-fact-checkers-tend-to-favor-one-side/', text='Fact TankJun 27, 2019Republicans far more likely than Democrats to say fact-checkers tend to favor one side', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2019/06/05/partisans-are-divided-on-whether-they-associate-the-news-media-or-trump-with-made-up-news/', text='Fact TankJun 5, 2019Partisans are divided on whether they associate the news media or Trump with ‘made-up’ news', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2019/01/18/nearly-three-quarters-of-republicans-say-the-news-media-dont-understand-people-like-them/', text='Fact TankJan 18, 2019Nearly three-quarters of Republicans say the news media don’t understand people like them', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2018/09/25/partisans-remain-sharply-divided-in-their-attitudes-about-the-news-media/', text='ReportsSep 25, 2018Partisans Remain Sharply Divided in Their Attitudes About the News Media', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2017/10/02/covering-president-trump-in-a-polarized-media-environment/', text='ReportsOct 2, 2017Covering President Trump in a Polarized Media Environment', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/topics/topics_political-party-affiliation/', text='Political Party Affiliation', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/topics/topics_u-s-political-parties/', text='U.S. Political Parties', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/05/23/men-appear-twice-as-often-as-women-in-news-photos-on-facebook/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/staff/onyi-lam', text='Onyi Lam', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/staff/stefan-wojcik', text='Stefan Wojcik', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/staff/adam-hughes', text='Adam Hughes', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/staff/brian-broderick', text='Brian Broderick', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/05/23/men-appear-twice-as-often-as-women-in-news-photos-on-facebook/us-politics-election-vote/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/2018/12/17/gender-and-jobs-in-online-image-searches/#machine-vision', text='machine vision', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/05/23/men-appear-twice-as-often-as-women-in-news-photos-on-facebook/#selecting-outlets', text='national news outlets', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/05/23/men-appear-twice-as-often-as-women-in-news-photos-on-facebook/#fn-73500-1', text='1', fragment='', nofollow=False)"
"Link(url='http://www.journalism.org/2018/09/10/news-use-across-social-media-platforms-2018/', text='43% of U.S. adults', fragment='', nofollow=False)"
"Link(url='http://www.pewresearch.org/fact-tank/2018/12/10/social-media-outpaces-print-newspapers-in-the-u-s-as-a-news-source/', text='outpaced print newspapers', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/05/23/men-appear-twice-as-often-as-women-in-news-photos-on-facebook/pdl_05-23-19_facebook-news-00-00/', text='', fragment='', nofollow=False)"
"Link(url='http://science.sciencemag.org/content/348/6239/1130', text='Academic research', fragment='', nofollow=False)"
"Link(url='http://www.pewsocialtrends.org/2018/12/17/gender-and-jobs-in-online-image-searches/', text='be at odds with real world data', fragment='', nofollow=False)"
"Link(url='https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0148434', text='academic researchers', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/05/23/men-appear-twice-as-often-as-women-in-news-photos-on-facebook/pdl_05-23-19_facebook-news-00-01/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2019/02/15/the-changing-face-of-congress/', text='currently 25% female', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/05/23/methodology-63', text='Methodology', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/05/23/men-appear-twice-as-often-as-women-in-news-photos-on-facebook/#women', text='different types of news content', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/05/23/men-appear-twice-as-often-as-women-in-news-photos-on-facebook/pdl_05-23-19_facebook-news-00-02/', text='', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/05/23/men-appear-twice-as-often-as-women-in-news-photos-on-facebook/#fn-73500-2', text='2', fragment='', nofollow=False)"
"Link(url='http://www.people-press.org/2018/06/20/voters-more-focused-on-control-of-congress-and-the-president-than-in-past-midterms/', text='immigration and the economy', fragment='', nofollow=False)"
"Link(url='http://www.journalism.org/2018/06/18/distinguishing-between-factual-and-opinion-statements-in-the-news/', text='sports and entertainment', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/05/23/men-appear-twice-as-often-as-women-in-news-photos-on-facebook/#fn-73500-3', text='3', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/05/23/men-appear-twice-as-often-as-women-in-news-photos-on-facebook/pdl_05-23-19_facebook-news-00-03/', text='', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/05/23/men-appear-twice-as-often-as-women-in-news-photos-on-facebook/#fn-73500-4', text='4', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/05/23/men-appear-twice-as-often-as-women-in-news-photos-on-facebook/#fn-73500-5', text='5', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/05/23/men-appear-twice-as-often-as-women-in-news-photos-on-facebook/pdl_05-23-19_facebook-news-00-04/', text='', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/05/23/men-appear-twice-as-often-as-women-in-news-photos-on-facebook/#fnref-73500-1', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/05/23/men-appear-twice-as-often-as-women-in-news-photos-on-facebook/#fnref-73500-2', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/05/23/men-appear-twice-as-often-as-women-in-news-photos-on-facebook/#fnref-73500-3', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/05/23/men-appear-twice-as-often-as-women-in-news-photos-on-facebook/#fnref-73500-4', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/05/23/men-appear-twice-as-often-as-women-in-news-photos-on-facebook/#fnref-73500-5', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/05/23/acknowledgments-4/', text='Next: Acknowledgments', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/05/23/methodology-63/', text='Page 3', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/05/23/men-appear-twice-as-often-as-women-in-news-photos-on-facebook/#men-appear-more-than-women-in-news-photos-on-facebook', text='Men appear more than women in news photos on Facebook', fragment='', nofollow=True)"
"Link(url='https://www.journalism.org/2020/01/24/data-snapshots-election-news-pathways/', text='Pew Research CenterJan 24, 2020Data Snapshots: Election News Pathways', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/topics/topics_data-labs/', text='Data Labs', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/06/05/many-americans-say-made-up-news-is-a-critical-problem-that-needs-to-be-fixed/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/staff/sophia-fedeli', text='Sophia Fedeli', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/06/05/many-americans-say-made-up-news-is-a-critical-problem-that-needs-to-be-fixed/pj_2019-06-05_misinformation_0-02/', text='', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2018/09/25/partisans-remain-sharply-divided-in-their-attitudes-about-the-news-media/', text='about news coverage and the news media more generally', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/06/05/many-americans-say-made-up-news-is-a-critical-problem-that-needs-to-be-fixed/pj_2019-06-05_misinformation_0-03/', text='', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/06/05/the-highly-politically-aware-are-more-concerned-about-made-up-news-while-the-less-aware-spread-it-more/#measuring-political-awareness', text='three political knowledge questions', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/06/05/many-americans-say-made-up-news-is-a-critical-problem-that-needs-to-be-fixed/pj_2019-06-05_misinformation_0-04/', text='', fragment='', nofollow=False)"
"Link(url='https://www.apnews.com/0d02a1cec5b04638810372ba23e03ee3', text='its spread on social media', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/06/05/many-americans-say-made-up-news-is-a-critical-problem-that-needs-to-be-fixed/#fn-73678-1', text='1', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/06/05/many-americans-say-made-up-news-is-a-critical-problem-that-needs-to-be-fixed/pj_2019-06-05_misinformation_0-05/', text='', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/06/05/many-americans-say-made-up-news-is-a-critical-problem-that-needs-to-be-fixed/#fnref-73678-1', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/06/05/americans-see-made-up-news-as-a-bigger-problem-than-other-key-issues-in-the-country/', text='Next: 1. Americans see made-up news as a bigger problem than other key issues in the country', fragment='', nofollow=False)"
